Company_Name,City,Product_Requirement,Est_Consumption_Kg,Status
Srinivasan Ltd Refineries,Coimbatore,Cobalt Sulphate,2014,Contacted
"Lalla, Kota and Barad Refineries",Bengaluru,Nickel Sulphate,1044,Discussion Stage
"Kar, Narayanan and Choudhary Refineries",Coimbatore,Manganese Sulphate,3304,Discussion Stage
Bedi-Samra Refineries,Coimbatore,Nickel Sulphate,3416,Discussion Stage
"Patla, Sethi and Comar Refineries",Chennai,Manganese Sulphate,1169,Sample Requested
Kuruvilla-Dutta Refineries,Visakhapatnam,Cobalt Sulphate,4337,Contacted
Oommen and Sons Refineries,Kochi,Lithium Carbonate,3766,Leads Generated
Chand-Ranganathan Refineries,Hosur,Nickel Sulphate,1814,Leads Generated
Bora and Sons Refineries,Chennai,Cobalt Sulphate,3677,Sample Requested
"Sanghvi, Bakshi and Sehgal Refineries",Hosur,Manganese Sulphate,1708,Leads Generated
"Bhandari, Cheema and Behl Refineries",Bengaluru,Nickel Sulphate,1890,Sample Requested
Nigam-Guha Refineries,Bengaluru,Manganese Sulphate,2691,Leads Generated
"Magar, Chaudhuri and Chawla Refineries",Visakhapatnam,Cobalt Sulphate,4901,Contacted
Ravi-Mital Refineries,Visakhapatnam,Cobalt Sulphate,1992,Leads Generated
"Mane, Oza and Balan Refineries",Chennai,Cobalt Sulphate,808,Discussion Stage
Keer-Parikh Refineries,Kochi,Manganese Sulphate,3451,Sample Requested
Sengupta-Natarajan Refineries,Bengaluru,Cobalt Sulphate,4638,Discussion Stage
Vasa and Sons Refineries,Visakhapatnam,Nickel Sulphate,875,Leads Generated
Puri and Sons Refineries,Chennai,Lithium Carbonate,4721,Leads Generated
Madan-Hans Refineries,Chennai,Manganese Sulphate,3196,Contacted
Loke PLC Refineries,Visakhapatnam,Nickel Sulphate,1741,Sample Requested
"Tara, Gole and Prasad Refineries",Coimbatore,Nickel Sulphate,989,Contacted
Parikh-Chatterjee Refineries,Visakhapatnam,Manganese Sulphate,1469,Contacted
Padmanabhan-Thakur Refineries,Chennai,Nickel Sulphate,1651,Leads Generated
Date-Bhandari Refineries,Bengaluru,Nickel Sulphate,2354,Discussion Stage
Kumer LLC Refineries,Hosur,Manganese Sulphate,1672,Discussion Stage
Dyal and Sons Refineries,Hosur,Lithium Carbonate,3026,Leads Generated
Rajagopal-Sami Refineries,Hosur,Manganese Sulphate,3701,Contacted
"Sarkar, Chatterjee and Peri Refineries",Hosur,Cobalt Sulphate,2158,Leads Generated
Dua Group Refineries,Visakhapatnam,Lithium Carbonate,592,Sample Requested
Doshi-Bedi Refineries,Bengaluru,Lithium Carbonate,2026,Contacted
Anne LLC Refineries,Chennai,Manganese Sulphate,1233,Leads Generated
"Bandi, Keer and Mukherjee Refineries",Kochi,Nickel Sulphate,2502,Contacted
Ramakrishnan-Mand Refineries,Hosur,Lithium Carbonate,1175,Contacted
Bawa LLC Refineries,Bengaluru,Nickel Sulphate,3692,Contacted
Oak and Sons Refineries,Chennai,Nickel Sulphate,3273,Discussion Stage
"Mangal, Mistry and Sama Refineries",Chennai,Lithium Carbonate,4739,Leads Generated
Sawhney-Amble Refineries,Hosur,Nickel Sulphate,2193,Contacted
"Goda, Ahuja and Sani Refineries",Visakhapatnam,Lithium Carbonate,4058,Contacted
Sangha PLC Refineries,Hyderabad,Cobalt Sulphate,1908,Leads Generated
"Sridhar, Dara and Kothari Refineries",Visakhapatnam,Manganese Sulphate,4210,Leads Generated
Master Ltd Refineries,Hyderabad,Nickel Sulphate,2382,Leads Generated
Tata-Guha Refineries,Visakhapatnam,Lithium Carbonate,2911,Leads Generated
Gour and Sons Refineries,Visakhapatnam,Lithium Carbonate,1821,Leads Generated
"Joshi, Radhakrishnan and Wable Refineries",Bengaluru,Lithium Carbonate,2968,Contacted
"Basu, Kalla and Dass Refineries",Visakhapatnam,Nickel Sulphate,613,Leads Generated
Edwin Inc Refineries,Bengaluru,Manganese Sulphate,2036,Leads Generated
Parmer-Devi Refineries,Bengaluru,Lithium Carbonate,511,Discussion Stage
Swaminathan-Savant Refineries,Coimbatore,Manganese Sulphate,1978,Leads Generated
Jayaraman Inc Refineries,Kochi,Cobalt Sulphate,2581,Contacted
Shah PLC Refineries,Chennai,Lithium Carbonate,4166,Sample Requested
"Sen, Bora and Bala Refineries",Chennai,Manganese Sulphate,1845,Contacted
"Cherian, Gandhi and Anne Refineries",Kochi,Lithium Carbonate,2075,Discussion Stage
Dhingra Inc Refineries,Bengaluru,Cobalt Sulphate,1720,Contacted
"Johal, Memon and Bal Refineries",Coimbatore,Manganese Sulphate,1144,Leads Generated
Konda-Bhakta Refineries,Visakhapatnam,Cobalt Sulphate,2254,Leads Generated
Badami PLC Refineries,Bengaluru,Lithium Carbonate,1586,Leads Generated
Mammen-Narayanan Refineries,Hyderabad,Lithium Carbonate,1570,Leads Generated
Chopra-Randhawa Refineries,Bengaluru,Nickel Sulphate,3185,Contacted
Borra Group Refineries,Hosur,Nickel Sulphate,2267,Contacted
Mody Ltd Refineries,Chennai,Manganese Sulphate,2591,Contacted
Wagle and Sons Refineries,Coimbatore,Lithium Carbonate,3374,Leads Generated
Parsa Ltd Refineries,Visakhapatnam,Lithium Carbonate,1857,Contacted
Sridhar-Oza Refineries,Kochi,Nickel Sulphate,1994,Leads Generated
Chawla-Bhargava Refineries,Bengaluru,Cobalt Sulphate,3631,Contacted
Ravi-Thaker Refineries,Coimbatore,Cobalt Sulphate,1094,Leads Generated
"Narang, Gade and Sant Refineries",Hyderabad,Cobalt Sulphate,2636,LOI Received
"Madan, Solanki and Dua Refineries",Coimbatore,Nickel Sulphate,2990,Sample Requested
Ravi PLC Refineries,Hosur,Lithium Carbonate,2638,Discussion Stage
Kuruvilla-Rajan Refineries,Coimbatore,Cobalt Sulphate,805,Sample Requested
Kanda LLC Refineries,Hyderabad,Lithium Carbonate,4262,Contacted
Koshy Group Refineries,Coimbatore,Nickel Sulphate,3685,Contacted
"Din, Sangha and Sandal Refineries",Visakhapatnam,Manganese Sulphate,1993,Leads Generated
Kaur Group Refineries,Hyderabad,Manganese Sulphate,3093,Sample Requested
"Chandra, Comar and Trivedi Refineries",Bengaluru,Manganese Sulphate,3048,Leads Generated
Koshy LLC Refineries,Coimbatore,Nickel Sulphate,4682,Sample Requested
"Purohit, Khosla and Doshi Refineries",Hyderabad,Cobalt Sulphate,3614,Contacted
Singh Group Refineries,Bengaluru,Cobalt Sulphate,3003,Discussion Stage
Deep LLC Refineries,Bengaluru,Lithium Carbonate,1434,Contacted
Chandran Inc Refineries,Kochi,Manganese Sulphate,1841,Sample Requested
Srivastava Inc Refineries,Kochi,Cobalt Sulphate,2913,Leads Generated
Rao Ltd Refineries,Hosur,Nickel Sulphate,4244,Contacted
"Murthy, Roy and Bassi Refineries",Visakhapatnam,Lithium Carbonate,2838,Leads Generated
"Hayre, Barad and Bhattacharyya Refineries",Visakhapatnam,Lithium Carbonate,4691,Leads Generated
Dasgupta-Majumdar Refineries,Coimbatore,Nickel Sulphate,1283,Leads Generated
Dhillon-Yohannan Refineries,Hyderabad,Cobalt Sulphate,3624,Discussion Stage
"Borde, Mahal and Choudhary Refineries",Hyderabad,Nickel Sulphate,1305,Discussion Stage
Sandhu-Chahal Refineries,Chennai,Nickel Sulphate,1577,Leads Generated
Dutta-Dixit Refineries,Bengaluru,Lithium Carbonate,929,Contacted
Iyengar-Borde Refineries,Coimbatore,Nickel Sulphate,4636,Discussion Stage
"Kakar, Chad and Lall Refineries",Bengaluru,Cobalt Sulphate,4472,Sample Requested
Vala-Bajwa Refineries,Visakhapatnam,Lithium Carbonate,908,Discussion Stage
"Dora, Sunder and Soni Refineries",Hosur,Nickel Sulphate,2241,Contacted
Zacharia-Ramachandran Refineries,Hosur,Manganese Sulphate,2076,Contacted
"Ramakrishnan, Raju and Sachdev Refineries",Hyderabad,Nickel Sulphate,4327,Leads Generated
Oommen PLC Refineries,Visakhapatnam,Nickel Sulphate,3843,Leads Generated
"Chhabra, Batra and Kuruvilla Refineries",Visakhapatnam,Cobalt Sulphate,4483,Contacted
Gole Ltd Refineries,Hyderabad,Lithium Carbonate,1104,Discussion Stage
Kale-Kumer Refineries,Bengaluru,Cobalt Sulphate,1672,Contacted
"Toor, Viswanathan and Dua Refineries",Hyderabad,Lithium Carbonate,4259,Contacted
Jayaraman Ltd Refineries,Visakhapatnam,Cobalt Sulphate,3167,Contacted
Sule-Mangat Refineries,Coimbatore,Lithium Carbonate,3373,Sample Requested
"Choudhary, Kari and Bhatia Refineries",Chennai,Cobalt Sulphate,2983,Sample Requested
"Sant, Rattan and Vala Refineries",Hosur,Nickel Sulphate,1573,Leads Generated
Lala Group Refineries,Hyderabad,Cobalt Sulphate,3370,Discussion Stage
"Patla, Vig and Sundaram Refineries",Hosur,Nickel Sulphate,1703,Sample Requested
"Deo, Nagar and Kuruvilla Refineries",Hyderabad,Cobalt Sulphate,2095,LOI Received
Devan and Sons Refineries,Visakhapatnam,Lithium Carbonate,1370,LOI Received
Seth Inc Refineries,Hyderabad,Cobalt Sulphate,3123,Leads Generated
Joshi-Goel Refineries,Visakhapatnam,Nickel Sulphate,1469,Discussion Stage
Manda Inc Refineries,Hosur,Nickel Sulphate,2700,Leads Generated
Mishra-Barman Refineries,Hosur,Nickel Sulphate,2040,Discussion Stage
Chowdhury Ltd Refineries,Coimbatore,Lithium Carbonate,1375,Sample Requested
"Madan, Char and Basak Refineries",Visakhapatnam,Manganese Sulphate,4170,Sample Requested
"Nagar, Bhattacharyya and Sura Refineries",Kochi,Lithium Carbonate,3799,Discussion Stage
"Palla, Amble and Bajwa Refineries",Chennai,Cobalt Sulphate,4678,Leads Generated
Comar-Halder Refineries,Hosur,Nickel Sulphate,2525,Sample Requested
"Gupta, Subramanian and Hayre Refineries",Visakhapatnam,Cobalt Sulphate,3756,Discussion Stage
Agate PLC Refineries,Hyderabad,Lithium Carbonate,4916,Sample Requested
Buch-Mallick Refineries,Kochi,Manganese Sulphate,3946,Leads Generated
Bera-Sarin Refineries,Chennai,Lithium Carbonate,1964,Leads Generated
Sastry-Sundaram Refineries,Hosur,Nickel Sulphate,774,Leads Generated
"Sant, Dutt and Bajaj Refineries",Coimbatore,Lithium Carbonate,2584,Sample Requested
Anne Ltd Refineries,Visakhapatnam,Nickel Sulphate,3886,Leads Generated
Mammen PLC Refineries,Bengaluru,Nickel Sulphate,4594,Discussion Stage
Narula Inc Refineries,Chennai,Cobalt Sulphate,1734,Leads Generated
Bhalla PLC Refineries,Chennai,Manganese Sulphate,3753,Discussion Stage
"Kulkarni, Gole and Minhas Refineries",Visakhapatnam,Manganese Sulphate,3011,Leads Generated
"Uppal, Wable and Behl Refineries",Hosur,Lithium Carbonate,3471,Contacted
Jayaraman-Chahal Refineries,Hosur,Nickel Sulphate,2195,Contacted
Loke-Gara Refineries,Hosur,Cobalt Sulphate,1153,Contacted
Ghosh LLC Refineries,Coimbatore,Cobalt Sulphate,3892,Sample Requested
Patla-Trivedi Refineries,Hyderabad,Manganese Sulphate,773,Contacted
Mahajan-Samra Refineries,Coimbatore,Manganese Sulphate,2328,Contacted
"Bedi, Chokshi and Malhotra Refineries",Coimbatore,Lithium Carbonate,709,Contacted
"Pingle, Virk and Chahal Refineries",Chennai,Nickel Sulphate,1360,Contacted
Dhillon-Nanda Refineries,Hosur,Lithium Carbonate,810,Leads Generated
Mitra-Bhagat Refineries,Bengaluru,Manganese Sulphate,1347,Leads Generated
Soni PLC Refineries,Coimbatore,Manganese Sulphate,4404,Contacted
Desai LLC Refineries,Kochi,Lithium Carbonate,4271,Discussion Stage
Naik and Sons Refineries,Coimbatore,Manganese Sulphate,694,Leads Generated
Doctor PLC Refineries,Hyderabad,Lithium Carbonate,4246,Sample Requested
"Dhingra, Krishna and Tailor Refineries",Bengaluru,Nickel Sulphate,3226,Discussion Stage
Wali and Sons Refineries,Hosur,Manganese Sulphate,4199,Contacted
"Ratta, Nayar and Ray Refineries",Hosur,Lithium Carbonate,3424,Contacted
"Sura, Sunder and Sampath Refineries",Hyderabad,Nickel Sulphate,4521,Leads Generated
"Ben, Barad and Sule Refineries",Visakhapatnam,Lithium Carbonate,2114,Leads Generated
"Saraf, Dayal and Mall Refineries",Bengaluru,Manganese Sulphate,2953,Leads Generated
Misra-Gala Refineries,Bengaluru,Manganese Sulphate,1070,LOI Received
"Srivastava, Mahajan and Kanda Refineries",Hosur,Lithium Carbonate,1557,Discussion Stage
Ramaswamy-Swaminathan Refineries,Chennai,Lithium Carbonate,1378,Leads Generated
"Das, Wason and Anne Refineries",Kochi,Nickel Sulphate,3550,LOI Received
"Sethi, Sehgal and Soman Refineries",Bengaluru,Manganese Sulphate,1493,Sample Requested
"Buch, Magar and Muni Refineries",Hyderabad,Cobalt Sulphate,1165,Discussion Stage
"Yadav, Dhillon and Varma Refineries",Kochi,Lithium Carbonate,3773,Leads Generated
Suri PLC Refineries,Hyderabad,Cobalt Sulphate,2619,Sample Requested
Pandya and Sons Refineries,Kochi,Lithium Carbonate,2073,Contacted
"Samra, Nagar and Nanda Refineries",Kochi,Cobalt Sulphate,937,Leads Generated
"Din, Saraf and Mandal Refineries",Kochi,Lithium Carbonate,2604,Contacted
Babu PLC Refineries,Bengaluru,Lithium Carbonate,1861,Leads Generated
"Varughese, Pingle and Sibal Refineries",Bengaluru,Cobalt Sulphate,595,Discussion Stage
Patil-Pau Refineries,Kochi,Nickel Sulphate,4755,Leads Generated
"Kata, Morar and Loke Refineries",Hosur,Nickel Sulphate,4388,Leads Generated
Khosla-Cherian Refineries,Visakhapatnam,Nickel Sulphate,1651,Discussion Stage
"Balay, Madan and Sidhu Refineries",Visakhapatnam,Manganese Sulphate,3611,Discussion Stage
Gulati PLC Refineries,Visakhapatnam,Manganese Sulphate,830,Leads Generated
Ben PLC Refineries,Kochi,Lithium Carbonate,2059,Discussion Stage
"Khanna, Suresh and Sha Refineries",Coimbatore,Manganese Sulphate,2190,Contacted
Ben Ltd Refineries,Kochi,Manganese Sulphate,895,Leads Generated
Andra Ltd Refineries,Kochi,Lithium Carbonate,776,Leads Generated
"Menon, Natt and Nayak Refineries",Chennai,Cobalt Sulphate,2902,Sample Requested
"Aurora, Vala and Chaudhry Refineries",Hosur,Nickel Sulphate,1347,Leads Generated
"Gandhi, Guha and Verma Refineries",Bengaluru,Lithium Carbonate,3208,Sample Requested
"Borde, Parmer and Soman Refineries",Hyderabad,Lithium Carbonate,1989,Contacted
Gupta-Shah Refineries,Bengaluru,Manganese Sulphate,4786,Leads Generated
"Choudhury, Minhas and Jha Refineries",Chennai,Cobalt Sulphate,792,Leads Generated
"Seth, Sami and Mand Refineries",Chennai,Lithium Carbonate,4213,Contacted
Bhargava-Zacharia Refineries,Hosur,Manganese Sulphate,4210,Leads Generated
"Lad, Gill and Murthy Refineries",Coimbatore,Nickel Sulphate,3770,Leads Generated
Mishra-Agate Refineries,Hosur,Manganese Sulphate,4559,Leads Generated
"Ratti, Manda and Kapur Refineries",Visakhapatnam,Manganese Sulphate,2465,Discussion Stage
"Wagle, Mahajan and Patel Refineries",Hosur,Lithium Carbonate,3933,Sample Requested
Balan-Ram Refineries,Visakhapatnam,Cobalt Sulphate,1120,Leads Generated
Narang-Mukhopadhyay Refineries,Bengaluru,Cobalt Sulphate,4408,Contacted
"Magar, Char and Dhillon Refineries",Kochi,Cobalt Sulphate,3005,Sample Requested
Krishna and Sons Refineries,Coimbatore,Cobalt Sulphate,808,Contacted
Hans-Patla Refineries,Hosur,Manganese Sulphate,4145,Sample Requested
"Lal, Ranganathan and Sekhon Refineries",Hyderabad,Nickel Sulphate,1892,Leads Generated
Kakar-Khare Refineries,Chennai,Lithium Carbonate,2029,Discussion Stage
"Tak, Sule and Nazareth Refineries",Chennai,Manganese Sulphate,1966,Discussion Stage
Kapadia-Borah Refineries,Visakhapatnam,Cobalt Sulphate,658,Discussion Stage
Kapadia PLC Refineries,Hyderabad,Lithium Carbonate,3910,Sample Requested
Gour and Sons Refineries,Hosur,Nickel Sulphate,1695,Leads Generated
Bawa Group Refineries,Kochi,Cobalt Sulphate,4919,Contacted
Prabhu-Devan Refineries,Bengaluru,Lithium Carbonate,2233,Leads Generated
Gupta-Thaker Refineries,Visakhapatnam,Lithium Carbonate,2365,Leads Generated
Patla and Sons Refineries,Visakhapatnam,Lithium Carbonate,679,Leads Generated
"Basu, Pillay and Hora Refineries",Hosur,Lithium Carbonate,3691,Contacted
Nagi Ltd Refineries,Visakhapatnam,Lithium Carbonate,4375,Sample Requested
Murty Ltd Refineries,Hosur,Manganese Sulphate,3045,Leads Generated
"Kara, Bala and Parsa Refineries",Hyderabad,Cobalt Sulphate,3644,Sample Requested
"Soman, Rout and Chadha Refineries",Coimbatore,Manganese Sulphate,1319,Leads Generated
Goda Inc Refineries,Hosur,Lithium Carbonate,4054,Contacted
Naidu Ltd Refineries,Hyderabad,Lithium Carbonate,641,Contacted
Cheema-Lalla Refineries,Hosur,Nickel Sulphate,1425,Leads Generated
"Rajagopalan, Tella and Dhawan Refineries",Kochi,Nickel Sulphate,811,Leads Generated
Prashad Ltd Refineries,Kochi,Lithium Carbonate,2553,Contacted
Lalla-Grewal Refineries,Bengaluru,Cobalt Sulphate,3482,Contacted
Varty-Tank Refineries,Hyderabad,Cobalt Sulphate,3799,LOI Received
Aurora-Raja Refineries,Hosur,Nickel Sulphate,2678,Contacted
Nagarajan PLC Refineries,Chennai,Cobalt Sulphate,529,Sample Requested
"Karan, Mangat and Bakshi Refineries",Chennai,Manganese Sulphate,3785,Contacted
"Palla, Manne and Sule Refineries",Hyderabad,Lithium Carbonate,2693,Discussion Stage
Halder LLC Refineries,Kochi,Nickel Sulphate,2927,Sample Requested
"Boase, Bhardwaj and Maharaj Refineries",Visakhapatnam,Manganese Sulphate,3592,Contacted
Bal and Sons Refineries,Chennai,Manganese Sulphate,2168,Leads Generated
Banik Group Refineries,Hyderabad,Cobalt Sulphate,3694,Contacted
Baral-Kala Refineries,Kochi,Nickel Sulphate,3025,Leads Generated
"Halder, Bhatnagar and Prakash Refineries",Chennai,Lithium Carbonate,1423,Contacted
Cheema-Ghosh Refineries,Hosur,Cobalt Sulphate,3638,Leads Generated
Rao Inc Refineries,Hyderabad,Manganese Sulphate,4815,Leads Generated
"Sen, Wadhwa and Comar Refineries",Visakhapatnam,Lithium Carbonate,3271,Leads Generated
"Comar, Kumer and Anne Refineries",Hyderabad,Nickel Sulphate,697,Leads Generated
Pandey Group Refineries,Hosur,Manganese Sulphate,3786,Sample Requested
"Devi, Munshi and Gulati Refineries",Visakhapatnam,Manganese Sulphate,2335,Sample Requested
"Dass, Devan and Date Refineries",Chennai,Manganese Sulphate,2928,Contacted
Sankaran-Sengupta Refineries,Coimbatore,Nickel Sulphate,2235,Discussion Stage
"Khosla, Narayan and Bala Refineries",Hyderabad,Lithium Carbonate,3508,Sample Requested
Shroff LLC Refineries,Coimbatore,Lithium Carbonate,3075,Discussion Stage
"Nath, Palla and Tripathi Refineries",Visakhapatnam,Manganese Sulphate,2359,Contacted
Kamdar-Deshmukh Refineries,Chennai,Manganese Sulphate,698,Leads Generated
"Kapadia, Sachar and Gaba Refineries",Hyderabad,Lithium Carbonate,3779,Contacted
Salvi-Bhat Refineries,Hyderabad,Lithium Carbonate,2723,Leads Generated
Taneja and Sons Refineries,Visakhapatnam,Lithium Carbonate,4658,Contacted
"Goswami, Boase and Swaminathan Refineries",Bengaluru,Cobalt Sulphate,4730,Discussion Stage
"Vasa, Som and Vasa Refineries",Chennai,Cobalt Sulphate,1552,Contacted
Murty and Sons Refineries,Chennai,Lithium Carbonate,3301,Contacted
"Bandi, Rao and Chopra Refineries",Kochi,Manganese Sulphate,4913,Contacted
"Narula, Sodhi and Tak Refineries",Kochi,Lithium Carbonate,843,Sample Requested
Goyal PLC Refineries,Visakhapatnam,Cobalt Sulphate,921,Leads Generated
Bassi Group Refineries,Hosur,Manganese Sulphate,1528,Leads Generated
Cheema-Mahal Refineries,Kochi,Lithium Carbonate,2311,Leads Generated
Kumar Ltd Refineries,Hyderabad,Nickel Sulphate,967,Discussion Stage
"Ray, Shukla and Kunda Refineries",Visakhapatnam,Lithium Carbonate,4236,Discussion Stage
"Murty, Gupta and Babu Refineries",Hyderabad,Manganese Sulphate,530,Discussion Stage
Narain Ltd Refineries,Hosur,Cobalt Sulphate,970,Leads Generated
Bava-Pant Refineries,Hyderabad,Nickel Sulphate,1698,Leads Generated
Setty-Tiwari Refineries,Hyderabad,Cobalt Sulphate,1735,Sample Requested
Kari Ltd Refineries,Chennai,Nickel Sulphate,4386,Contacted
Dutta-Bhandari Refineries,Coimbatore,Manganese Sulphate,1379,Sample Requested
"Chad, Sani and Dara Refineries",Hyderabad,Cobalt Sulphate,4953,LOI Received
"Wagle, Sekhon and Korpal Refineries",Hosur,Nickel Sulphate,2239,Leads Generated
"Kadakia, Pai and Hari Refineries",Coimbatore,Manganese Sulphate,3499,Sample Requested
Kibe-Nadig Refineries,Hosur,Nickel Sulphate,4839,Leads Generated
Palla-Bhalla Refineries,Coimbatore,Manganese Sulphate,1414,Leads Generated
"Bhagat, Cheema and Pai Refineries",Kochi,Lithium Carbonate,2043,Discussion Stage
"Comar, Sarna and Bhagat Refineries",Coimbatore,Lithium Carbonate,1058,Leads Generated
Dass and Sons Refineries,Bengaluru,Nickel Sulphate,3378,Contacted
Char Group Refineries,Hyderabad,Manganese Sulphate,2097,Discussion Stage
Varty-Mane Refineries,Bengaluru,Cobalt Sulphate,4831,LOI Received
"Raja, Rama and Merchant Refineries",Kochi,Lithium Carbonate,3742,Contacted
Grewal Group Refineries,Chennai,Manganese Sulphate,3588,Discussion Stage
Gupta Group Refineries,Kochi,Nickel Sulphate,4362,Sample Requested
Borah-Bhatt Refineries,Bengaluru,Manganese Sulphate,2239,Leads Generated
Konda-Dey Refineries,Hyderabad,Manganese Sulphate,1435,Contacted
"Nagarajan, Maharaj and Pradhan Refineries",Chennai,Lithium Carbonate,2832,Leads Generated
"Baria, Mitra and Varughese Refineries",Hosur,Lithium Carbonate,3231,Discussion Stage
