Company_Name,City,Battery_Type,Est_Monthly_Kg,Status
Zacharia PLC E-Waste Solutions,Bengaluru,E-Scooter,784,Interested
Kalla-Venkatesh E-Waste Solutions,Hyderabad,E-Bike,1393,Leads Generated
Chanda Ltd E-Waste Solutions,Visakhapatnam,EV Battery Packs,480,Qualified
"Mahajan, Nayak and Wable E-Waste Solutions",Kochi,E-Scooter,774,Qualified
Kara-Kumer E-Waste Solutions,Bengaluru,E-Bike,916,Leads Generated
Venkatesh LLC E-Waste Solutions,Coimbatore,Mobile Phone,773,Contacted
Dugal-Amble E-Waste Solutions,Chennai,EV Battery Packs,414,Leads Generated
Bhandari Inc E-Waste Solutions,Hyderabad,Laptop,917,Leads Generated
Kanda-Seshadri E-Waste Solutions,Kochi,Laptop,548,Contacted
"Sekhon, Balan and Luthra E-Waste Solutions",Coimbatore,Mobile Phone,417,Contacted
"Ghose, Puri and Saini E-Waste Solutions",Visakhapatnam,Laptop,1241,Contacted
Sunder-Rajagopalan E-Waste Solutions,Coimbatore,Laptop,282,Interested
Johal Inc E-Waste Solutions,Hosur,EV Battery Packs,947,Leads Generated
Pandey and Sons E-Waste Solutions,Hyderabad,Mobile Phone,981,Contacted
Pillai-Barad E-Waste Solutions,Kochi,E-Bike,116,LOI Received
Kulkarni-Varghese E-Waste Solutions,Hyderabad,E-Scooter,851,Leads Generated
Rana-Dhawan E-Waste Solutions,Chennai,E-Bike,675,Qualified
"Balan, Parsa and Som E-Waste Solutions",Kochi,Mobile Phone,897,Contacted
Vyas LLC E-Waste Solutions,Kochi,E-Bike,721,LOI Received
Mukherjee-Handa E-Waste Solutions,Chennai,Laptop,1243,Contacted
"Lata, Narang and Mangat E-Waste Solutions",Hosur,EV Battery Packs,534,Contacted
"Prashad, Oommen and Raval E-Waste Solutions",Visakhapatnam,Laptop,121,Leads Generated
"D’Alia, Mangal and Wadhwa E-Waste Solutions",Hosur,E-Bike,828,Qualified
Saraf Ltd E-Waste Solutions,Hyderabad,Mobile Phone,762,Interested
"Trivedi, More and Sachdev E-Waste Solutions",Bengaluru,Mobile Phone,1499,Leads Generated
Murthy-Murty E-Waste Solutions,Bengaluru,Laptop,952,Qualified
"Muni, Jayaraman and Swaminathan E-Waste Solutions",Visakhapatnam,EV Battery Packs,1101,LOI Received
Munshi-Sanghvi E-Waste Solutions,Bengaluru,Laptop,1101,Contacted
"Gara, Yogi and Kala E-Waste Solutions",Chennai,Laptop,109,LOI Received
Balakrishnan LLC E-Waste Solutions,Coimbatore,Mobile Phone,1448,Contacted
"Bir, Prasad and Deo E-Waste Solutions",Coimbatore,E-Scooter,1490,Contacted
Misra PLC E-Waste Solutions,Visakhapatnam,Laptop,1157,Contacted
Murthy Inc E-Waste Solutions,Kochi,Mobile Phone,911,Leads Generated
"Ravi, Parmer and Kurian E-Waste Solutions",Coimbatore,Mobile Phone,561,Contacted
Jain-Sood E-Waste Solutions,Bengaluru,E-Bike,199,Contacted
Sankaran PLC E-Waste Solutions,Chennai,Mobile Phone,1285,Contacted
Baria Inc E-Waste Solutions,Coimbatore,Laptop,1373,Leads Generated
Gill LLC E-Waste Solutions,Coimbatore,E-Bike,440,Interested
Sibal Inc E-Waste Solutions,Visakhapatnam,E-Scooter,134,Interested
"Srinivas, Patel and Sethi E-Waste Solutions",Coimbatore,E-Scooter,1178,Leads Generated
Kara-Konda E-Waste Solutions,Chennai,E-Scooter,399,Contacted
Sinha-Mander E-Waste Solutions,Hosur,EV Battery Packs,1236,Leads Generated
"Basu, Gala and Narain E-Waste Solutions",Coimbatore,E-Bike,520,Contacted
Sha-Kanda E-Waste Solutions,Hyderabad,Mobile Phone,133,Contacted
Lata-Koshy E-Waste Solutions,Bengaluru,Laptop,446,Interested
Subramanian Group E-Waste Solutions,Coimbatore,Laptop,404,Contacted
Kumer-Pandit E-Waste Solutions,Bengaluru,Laptop,363,Contacted
Raman LLC E-Waste Solutions,Chennai,EV Battery Packs,547,Contacted
Parekh-Rao E-Waste Solutions,Chennai,Mobile Phone,727,Leads Generated
Magar-Kale E-Waste Solutions,Visakhapatnam,Mobile Phone,266,Leads Generated
"Arya, Raj and Korpal E-Waste Solutions",Chennai,E-Bike,105,Contacted
Soman Group E-Waste Solutions,Visakhapatnam,Laptop,1160,Contacted
Sagar-More E-Waste Solutions,Hosur,Laptop,1247,Leads Generated
Dayal Inc E-Waste Solutions,Hosur,Laptop,1313,Qualified
Mohan PLC E-Waste Solutions,Bengaluru,EV Battery Packs,645,Interested
"Roy, Ganesh and Sidhu E-Waste Solutions",Chennai,EV Battery Packs,1260,Interested
Chakraborty-Rattan E-Waste Solutions,Kochi,EV Battery Packs,1141,Leads Generated
Konda-Chander E-Waste Solutions,Coimbatore,EV Battery Packs,500,Leads Generated
"Seshadri, Sidhu and Lata E-Waste Solutions",Hyderabad,E-Bike,493,LOI Received
Trivedi-Rau E-Waste Solutions,Coimbatore,E-Scooter,845,Contacted
Chander LLC E-Waste Solutions,Chennai,EV Battery Packs,1077,Contacted
Chadha-Chandra E-Waste Solutions,Coimbatore,E-Scooter,696,Interested
Bajwa Inc E-Waste Solutions,Visakhapatnam,E-Scooter,572,Leads Generated
Parsa Ltd E-Waste Solutions,Kochi,E-Bike,238,Leads Generated
Modi LLC E-Waste Solutions,Coimbatore,Mobile Phone,330,Interested
Salvi-Lad E-Waste Solutions,Coimbatore,Mobile Phone,151,Leads Generated
Singhal Inc E-Waste Solutions,Hosur,E-Bike,664,Interested
Keer-Bhatti E-Waste Solutions,Hyderabad,E-Scooter,522,Leads Generated
Kalla Inc E-Waste Solutions,Coimbatore,EV Battery Packs,965,Leads Generated
Pai-Walia E-Waste Solutions,Hyderabad,Mobile Phone,724,Leads Generated
Bal-Chadha E-Waste Solutions,Visakhapatnam,Mobile Phone,238,Contacted
Deshpande Ltd E-Waste Solutions,Kochi,EV Battery Packs,743,Interested
"Sankar, Chaudhuri and Mall E-Waste Solutions",Coimbatore,E-Scooter,1379,Leads Generated
Sachdeva PLC E-Waste Solutions,Kochi,Laptop,517,Leads Generated
Talwar Inc E-Waste Solutions,Hyderabad,E-Scooter,236,Interested
"Dass, Nadig and Johal E-Waste Solutions",Hyderabad,E-Bike,1435,Qualified
"Shenoy, Zacharia and Thakur E-Waste Solutions",Bengaluru,E-Bike,1466,Interested
Bawa LLC E-Waste Solutions,Coimbatore,Mobile Phone,1303,Contacted
"Nadkarni, Dugar and Brahmbhatt E-Waste Solutions",Visakhapatnam,E-Scooter,314,Contacted
Pradhan-Kapadia E-Waste Solutions,Hosur,E-Bike,813,Leads Generated
Sandal-Bains E-Waste Solutions,Coimbatore,EV Battery Packs,681,Qualified
Aggarwal-Dara E-Waste Solutions,Chennai,EV Battery Packs,1491,Contacted
Amble-Din E-Waste Solutions,Hosur,Mobile Phone,1043,Leads Generated
Rastogi-Kala E-Waste Solutions,Kochi,E-Scooter,426,Contacted
"Kota, Nagarajan and Choudhry E-Waste Solutions",Bengaluru,Mobile Phone,1353,Leads Generated
Batra-Kade E-Waste Solutions,Hyderabad,E-Bike,938,Interested
Pai Ltd E-Waste Solutions,Bengaluru,EV Battery Packs,927,Contacted
Lall Inc E-Waste Solutions,Visakhapatnam,E-Scooter,135,Interested
Shah-Chahal E-Waste Solutions,Chennai,Mobile Phone,243,Interested
Verma-Barad E-Waste Solutions,Visakhapatnam,Laptop,843,Contacted
Guha Group E-Waste Solutions,Chennai,EV Battery Packs,1486,Contacted
Dhingra-Datta E-Waste Solutions,Hosur,EV Battery Packs,430,Contacted
"Divan, Sarraf and Kala E-Waste Solutions",Bengaluru,Mobile Phone,222,Leads Generated
"Nori, Mistry and Krishnamurthy E-Waste Solutions",Visakhapatnam,E-Bike,492,Interested
Narain-Sane E-Waste Solutions,Bengaluru,Laptop,1372,Leads Generated
Suresh-Dyal E-Waste Solutions,Coimbatore,Laptop,258,Contacted
Bhalla-Sharma E-Waste Solutions,Hyderabad,E-Scooter,1368,Leads Generated
"Prabhu, Tata and Bobal E-Waste Solutions",Coimbatore,E-Bike,605,Qualified
Tiwari and Sons E-Waste Solutions,Bengaluru,Mobile Phone,1011,Qualified
Sabharwal-Kurian E-Waste Solutions,Hosur,Laptop,554,Qualified
"Pant, Sant and Varkey E-Waste Solutions",Hosur,Laptop,113,Contacted
"Bal, Kunda and Thaman E-Waste Solutions",Chennai,E-Scooter,1129,Interested
"Munshi, Ratti and Deshmukh E-Waste Solutions",Kochi,E-Scooter,864,LOI Received
Desai LLC E-Waste Solutions,Visakhapatnam,Mobile Phone,1436,Leads Generated
Lad-Sood E-Waste Solutions,Kochi,E-Bike,767,Contacted
"Iyer, Chadha and Parekh E-Waste Solutions",Kochi,E-Scooter,477,Leads Generated
"Rout, Ghose and Nigam E-Waste Solutions",Visakhapatnam,Mobile Phone,774,Contacted
Kant LLC E-Waste Solutions,Visakhapatnam,EV Battery Packs,738,Leads Generated
Panchal Ltd E-Waste Solutions,Hosur,Laptop,725,Contacted
Hora-Barad E-Waste Solutions,Visakhapatnam,E-Scooter,330,Leads Generated
"Hayre, Date and Ghosh E-Waste Solutions",Visakhapatnam,E-Bike,920,Leads Generated
Dutt-Gola E-Waste Solutions,Chennai,EV Battery Packs,811,Contacted
Arora Ltd E-Waste Solutions,Bengaluru,Laptop,190,Contacted
"Desai, Badami and Bali E-Waste Solutions",Chennai,Laptop,557,Qualified
Bhavsar Ltd E-Waste Solutions,Hyderabad,Laptop,499,Interested
Cheema and Sons E-Waste Solutions,Visakhapatnam,E-Scooter,888,Leads Generated
Tripathi Inc E-Waste Solutions,Coimbatore,Laptop,790,Contacted
"Sha, Misra and Ghosh E-Waste Solutions",Kochi,EV Battery Packs,402,Qualified
Hayre-Bajaj E-Waste Solutions,Hyderabad,Laptop,726,Contacted
Sanghvi-Chokshi E-Waste Solutions,Chennai,Laptop,422,Contacted
Bhatti Group E-Waste Solutions,Hyderabad,E-Scooter,1079,Contacted
Prashad-Wali E-Waste Solutions,Chennai,Laptop,808,Qualified
Varghese PLC E-Waste Solutions,Hosur,Laptop,585,Leads Generated
Kumar-Pathak E-Waste Solutions,Bengaluru,EV Battery Packs,1008,Contacted
Barad LLC E-Waste Solutions,Hyderabad,E-Scooter,369,LOI Received
Raghavan Inc E-Waste Solutions,Hosur,Laptop,419,LOI Received
Modi LLC E-Waste Solutions,Visakhapatnam,E-Scooter,716,Leads Generated
Bhavsar-Salvi E-Waste Solutions,Kochi,EV Battery Packs,498,LOI Received
Dhar-Kaur E-Waste Solutions,Kochi,E-Bike,1288,Interested
Mammen LLC E-Waste Solutions,Coimbatore,Mobile Phone,683,Leads Generated
"Kade, Mannan and Sarin E-Waste Solutions",Hosur,Mobile Phone,1486,Interested
Kalita and Sons E-Waste Solutions,Hosur,E-Bike,1137,Leads Generated
Sahota-Minhas E-Waste Solutions,Kochi,Mobile Phone,166,Contacted
"Ganesh, Ramaswamy and Bali E-Waste Solutions",Kochi,EV Battery Packs,583,Leads Generated
Gopal Group E-Waste Solutions,Visakhapatnam,EV Battery Packs,358,Leads Generated
Nayak-Boase E-Waste Solutions,Visakhapatnam,EV Battery Packs,617,Leads Generated
Magar-Edwin E-Waste Solutions,Kochi,EV Battery Packs,1193,Contacted
Dua-Nanda E-Waste Solutions,Kochi,EV Battery Packs,1072,Qualified
Thakur Inc E-Waste Solutions,Visakhapatnam,E-Bike,1103,Qualified
"Varty, Talwar and Ratti E-Waste Solutions",Visakhapatnam,E-Bike,1129,Leads Generated
Yadav-Khare E-Waste Solutions,Chennai,E-Bike,250,Qualified
Trivedi Group E-Waste Solutions,Chennai,Mobile Phone,494,Leads Generated
"Gera, Kota and Edwin E-Waste Solutions",Visakhapatnam,EV Battery Packs,911,Contacted
"Som, Randhawa and Ramanathan E-Waste Solutions",Bengaluru,E-Scooter,350,Leads Generated
Basak PLC E-Waste Solutions,Kochi,Laptop,170,Leads Generated
Dani-Setty E-Waste Solutions,Hyderabad,E-Bike,1405,Leads Generated
Prashad Ltd E-Waste Solutions,Kochi,E-Scooter,1480,Leads Generated
"Sagar, Chakraborty and Dugal E-Waste Solutions",Coimbatore,EV Battery Packs,500,Qualified
"Mand, Sridhar and Gandhi E-Waste Solutions",Hyderabad,Mobile Phone,179,Qualified
Samra-Bedi E-Waste Solutions,Kochi,E-Bike,437,Qualified
Gera and Sons E-Waste Solutions,Hosur,Mobile Phone,1022,Contacted
Issac PLC E-Waste Solutions,Bengaluru,Mobile Phone,901,Leads Generated
Kapadia-Nayak E-Waste Solutions,Hyderabad,EV Battery Packs,1230,Contacted
"Deshmukh, Patla and Babu E-Waste Solutions",Coimbatore,Laptop,557,Leads Generated
Pradhan-Ratta E-Waste Solutions,Hyderabad,E-Bike,1430,Leads Generated
Chaudhari-Gaba E-Waste Solutions,Kochi,Mobile Phone,949,Qualified
Bail-Ramakrishnan E-Waste Solutions,Coimbatore,EV Battery Packs,575,Qualified
Sridhar-Mukherjee E-Waste Solutions,Coimbatore,E-Scooter,884,Contacted
Randhawa PLC E-Waste Solutions,Kochi,E-Bike,1127,Contacted
Nayak-Ratti E-Waste Solutions,Bengaluru,E-Scooter,645,Leads Generated
Karnik PLC E-Waste Solutions,Chennai,E-Bike,924,Contacted
Warrior-Morar E-Waste Solutions,Bengaluru,E-Scooter,1274,Interested
Arora-Kothari E-Waste Solutions,Chennai,Mobile Phone,257,Interested
Dua-Patil E-Waste Solutions,Hyderabad,E-Scooter,745,Contacted
Shetty-Goyal E-Waste Solutions,Visakhapatnam,E-Scooter,1193,Leads Generated
Vala LLC E-Waste Solutions,Hyderabad,Mobile Phone,849,Leads Generated
Morar-Oommen E-Waste Solutions,Hyderabad,EV Battery Packs,324,Qualified
Pant Ltd E-Waste Solutions,Chennai,Mobile Phone,678,Leads Generated
"Kaul, Virk and Barad E-Waste Solutions",Coimbatore,E-Bike,597,Qualified
Keer and Sons E-Waste Solutions,Hyderabad,EV Battery Packs,523,Leads Generated
"Shukla, Tandon and Kalla E-Waste Solutions",Coimbatore,E-Scooter,625,LOI Received
Prashad-Banerjee E-Waste Solutions,Bengaluru,Mobile Phone,1310,Contacted
Wali-Seshadri E-Waste Solutions,Chennai,E-Scooter,265,Contacted
De-Doshi E-Waste Solutions,Bengaluru,Laptop,571,Leads Generated
Warrior-Roy E-Waste Solutions,Hosur,Laptop,801,Leads Generated
"Malhotra, Butala and Walia E-Waste Solutions",Visakhapatnam,E-Scooter,386,Qualified
Ravi PLC E-Waste Solutions,Kochi,EV Battery Packs,906,Contacted
"Mani, Kohli and Sharma E-Waste Solutions",Hyderabad,E-Bike,783,Contacted
Sandhu Inc E-Waste Solutions,Visakhapatnam,Mobile Phone,194,Qualified
Bhargava PLC E-Waste Solutions,Visakhapatnam,Mobile Phone,111,Leads Generated
Dixit Ltd E-Waste Solutions,Kochi,E-Scooter,184,Leads Generated
Ranganathan-Mammen E-Waste Solutions,Hyderabad,E-Scooter,1128,Contacted
Jani-Chandran E-Waste Solutions,Hosur,EV Battery Packs,1022,Contacted
Chaudhary-Kaul E-Waste Solutions,Bengaluru,Laptop,1097,Contacted
"Ray, Bora and Patla E-Waste Solutions",Bengaluru,Laptop,405,LOI Received
Bains-Sekhon E-Waste Solutions,Hosur,Mobile Phone,1101,Leads Generated
Boase-Lata E-Waste Solutions,Coimbatore,Mobile Phone,615,Qualified
Sehgal Inc E-Waste Solutions,Coimbatore,E-Bike,1054,Qualified
Din-Dhillon E-Waste Solutions,Bengaluru,EV Battery Packs,527,Contacted
Salvi and Sons E-Waste Solutions,Coimbatore,Laptop,560,Contacted
"Bhardwaj, Kota and Jhaveri E-Waste Solutions",Bengaluru,Laptop,1257,Leads Generated
"Thakur, Swaminathan and Subramanian E-Waste Solutions",Visakhapatnam,E-Scooter,1459,Leads Generated
Khanna LLC E-Waste Solutions,Chennai,Laptop,947,Leads Generated
Mangat-Banik E-Waste Solutions,Hosur,EV Battery Packs,140,Leads Generated
Panchal Group E-Waste Solutions,Hyderabad,Laptop,1115,Contacted
"Dutta, Murthy and Mutti E-Waste Solutions",Hosur,E-Bike,1403,Leads Generated
Mander Inc E-Waste Solutions,Visakhapatnam,E-Bike,648,Leads Generated
Dewan-Kunda E-Waste Solutions,Visakhapatnam,E-Scooter,1436,Leads Generated
Mitra LLC E-Waste Solutions,Kochi,EV Battery Packs,813,Leads Generated
Mammen-Balan E-Waste Solutions,Coimbatore,E-Bike,315,Contacted
Dube-Kibe E-Waste Solutions,Bengaluru,Laptop,1452,Interested
"Vaidya, Kohli and Badal E-Waste Solutions",Kochi,Mobile Phone,764,Contacted
"Bhatnagar, Dhar and Andra E-Waste Solutions",Chennai,E-Bike,644,Contacted
"Naik, Varty and Srivastava E-Waste Solutions",Hyderabad,E-Scooter,746,Leads Generated
"Soman, Nair and Sha E-Waste Solutions",Hyderabad,Mobile Phone,163,Leads Generated
Raman Inc E-Waste Solutions,Hyderabad,E-Bike,963,Interested
"Lad, Subramaniam and Bhatia E-Waste Solutions",Coimbatore,E-Scooter,501,Contacted
Ghosh-Samra E-Waste Solutions,Bengaluru,Mobile Phone,374,Qualified
Varma LLC E-Waste Solutions,Hyderabad,E-Bike,1179,Contacted
Korpal-Gopal E-Waste Solutions,Hyderabad,Laptop,1491,Contacted
"Deo, Ahuja and Gade E-Waste Solutions",Visakhapatnam,E-Bike,1425,Interested
Gour-Choudhary E-Waste Solutions,Bengaluru,EV Battery Packs,772,Interested
"Oza, Patel and Date E-Waste Solutions",Hyderabad,Mobile Phone,1218,Contacted
Chokshi Group E-Waste Solutions,Hosur,EV Battery Packs,110,Contacted
Purohit-Tak E-Waste Solutions,Visakhapatnam,E-Scooter,899,Leads Generated
Thakur Inc E-Waste Solutions,Hyderabad,E-Scooter,1388,Leads Generated
Kar-Vora E-Waste Solutions,Kochi,EV Battery Packs,1043,Qualified
D’Alia-Raghavan E-Waste Solutions,Chennai,E-Scooter,1228,Leads Generated
Randhawa-Bansal E-Waste Solutions,Chennai,EV Battery Packs,437,Leads Generated
Shetty-Muni E-Waste Solutions,Coimbatore,EV Battery Packs,400,Contacted
"Dyal, Talwar and Lata E-Waste Solutions",Chennai,E-Bike,201,Leads Generated
Wali-Char E-Waste Solutions,Hyderabad,Laptop,1314,Contacted
Dora-Sethi E-Waste Solutions,Kochi,Mobile Phone,218,Leads Generated
Varty Group E-Waste Solutions,Chennai,Mobile Phone,595,Qualified
Randhawa-Panchal E-Waste Solutions,Bengaluru,EV Battery Packs,1481,Interested
Mahajan Group E-Waste Solutions,Hosur,EV Battery Packs,960,Leads Generated
Morar-Ahluwalia E-Waste Solutions,Coimbatore,E-Scooter,1126,Qualified
"Konda, Prakash and Andra E-Waste Solutions",Hyderabad,E-Bike,1116,Leads Generated
Lal PLC E-Waste Solutions,Hosur,Mobile Phone,1205,Leads Generated
Zachariah LLC E-Waste Solutions,Hosur,Laptop,612,Leads Generated
Loyal-Nayar E-Waste Solutions,Visakhapatnam,Mobile Phone,930,Leads Generated
Nagar-Sheth E-Waste Solutions,Kochi,Laptop,364,Leads Generated
Nath-Majumdar E-Waste Solutions,Coimbatore,E-Bike,1098,Interested
Borah-Sidhu E-Waste Solutions,Hosur,Laptop,1245,Interested
Bahl-Wason E-Waste Solutions,Coimbatore,EV Battery Packs,549,Leads Generated
Jhaveri-Dar E-Waste Solutions,Coimbatore,Laptop,468,Interested
"Sarkar, Purohit and Shanker E-Waste Solutions",Hosur,E-Bike,1454,Leads Generated
Mani and Sons E-Waste Solutions,Coimbatore,E-Bike,991,Interested
Lall Ltd E-Waste Solutions,Hyderabad,Mobile Phone,870,Leads Generated
"Peri, Sandhu and Bakshi E-Waste Solutions",Coimbatore,Mobile Phone,1061,Contacted
Merchant-Pal E-Waste Solutions,Hosur,E-Bike,659,Leads Generated
Yogi Inc E-Waste Solutions,Hosur,Mobile Phone,774,Leads Generated
"Savant, Murty and Bedi E-Waste Solutions",Visakhapatnam,Mobile Phone,113,Interested
"Venkatesh, Hegde and Venkataraman E-Waste Solutions",Bengaluru,Laptop,658,Leads Generated
Kade-Iyengar E-Waste Solutions,Hyderabad,E-Scooter,738,Leads Generated
"Reddy, Baria and Singhal E-Waste Solutions",Chennai,E-Scooter,1236,Interested
"Karpe, Dhawan and Tank E-Waste Solutions",Kochi,Laptop,1326,Contacted
Seth-Varghese E-Waste Solutions,Hyderabad,E-Bike,852,Contacted
Sahni LLC E-Waste Solutions,Bengaluru,EV Battery Packs,1141,Interested
"Devan, Parsa and Dave E-Waste Solutions",Chennai,E-Bike,594,Interested
"Nagy, Saxena and Andra E-Waste Solutions",Chennai,Mobile Phone,694,Interested
Sengupta-Ratti E-Waste Solutions,Bengaluru,EV Battery Packs,926,Leads Generated
"Khare, Lall and Din E-Waste Solutions",Coimbatore,E-Scooter,1401,LOI Received
Wagle LLC E-Waste Solutions,Kochi,Mobile Phone,1066,Contacted
Purohit LLC E-Waste Solutions,Hosur,E-Scooter,1319,Leads Generated
"Kannan, Rao and Sampath E-Waste Solutions",Hosur,Laptop,290,Contacted
"Tak, Boase and Grewal E-Waste Solutions",Chennai,Laptop,772,Leads Generated
Ghosh-Zachariah E-Waste Solutions,Coimbatore,E-Scooter,1266,Interested
Dhar-Dutta E-Waste Solutions,Kochi,EV Battery Packs,1310,LOI Received
Dash-Sur E-Waste Solutions,Bengaluru,Mobile Phone,406,Leads Generated
Goda-Das E-Waste Solutions,Kochi,EV Battery Packs,1428,Leads Generated
Oak and Sons E-Waste Solutions,Coimbatore,E-Bike,756,Interested
"Bains, Arora and Ranganathan E-Waste Solutions",Chennai,EV Battery Packs,856,Leads Generated
Keer Ltd E-Waste Solutions,Hyderabad,EV Battery Packs,848,Leads Generated
Ratta LLC E-Waste Solutions,Hosur,EV Battery Packs,815,Leads Generated
Narula and Sons E-Waste Solutions,Visakhapatnam,Laptop,470,Interested
"Sood, Banerjee and Naik E-Waste Solutions",Visakhapatnam,Laptop,895,Leads Generated
Shanker-Kanda E-Waste Solutions,Coimbatore,EV Battery Packs,1397,Leads Generated
Sangha-Sangha E-Waste Solutions,Coimbatore,EV Battery Packs,664,Leads Generated
"Reddy, Memon and Mani E-Waste Solutions",Coimbatore,Mobile Phone,781,Contacted
Ram Inc E-Waste Solutions,Chennai,Mobile Phone,1172,Contacted
"Pant, Singhal and Cheema E-Waste Solutions",Visakhapatnam,E-Scooter,390,LOI Received
Vaidya-Atwal E-Waste Solutions,Kochi,E-Scooter,802,Leads Generated
Dugal Ltd E-Waste Solutions,Hosur,Laptop,1302,Interested
Uppal-Om E-Waste Solutions,Kochi,EV Battery Packs,1328,Contacted
"Zacharia, Lalla and Bobal E-Waste Solutions",Bengaluru,E-Bike,512,Leads Generated
Dora-Madan E-Waste Solutions,Hosur,EV Battery Packs,273,Qualified
Andra-Ganesh E-Waste Solutions,Kochi,EV Battery Packs,1017,Leads Generated
"Pall, Bail and Ramakrishnan E-Waste Solutions",Chennai,Mobile Phone,988,Leads Generated
Rajan PLC E-Waste Solutions,Bengaluru,EV Battery Packs,1062,Contacted
Shah-Mander E-Waste Solutions,Chennai,E-Bike,424,LOI Received
Saraf LLC E-Waste Solutions,Coimbatore,Mobile Phone,1237,Leads Generated
"Chaudhary, Badal and Mann E-Waste Solutions",Hosur,EV Battery Packs,757,Qualified
Thaker Group E-Waste Solutions,Hyderabad,Mobile Phone,1098,Contacted
Nayak-Bala E-Waste Solutions,Hyderabad,Laptop,1145,Leads Generated
"Banik, Padmanabhan and Kata E-Waste Solutions",Chennai,Laptop,593,Leads Generated
De-Radhakrishnan E-Waste Solutions,Hyderabad,Mobile Phone,1293,Leads Generated
Palla Inc E-Waste Solutions,Hosur,Laptop,795,Qualified
Chaudhry-Jaggi E-Waste Solutions,Hosur,Mobile Phone,889,LOI Received
"Sahni, Minhas and Khosla E-Waste Solutions",Hyderabad,E-Bike,466,Leads Generated
Kumar PLC E-Waste Solutions,Coimbatore,E-Scooter,568,LOI Received
"Hegde, Sharaf and Sandhu E-Waste Solutions",Visakhapatnam,Mobile Phone,368,Interested
